list,expression,order,item,firstDisplay,secondDisplay,English,Hindi,tense,half,cond,grammaticalRole,gender,target,location,competitor,target_hindi,target_translations,competitor_hindi,competitor_translations,CompID,expTrials,recordingName
6,noun,70,x01,x01.jpg,x01_m.jpg,the waiter is below the rope and it is also on number 5,वेटर रस्सी के नीचे है और साथ ही वो नंबर 5 पर भी है।,,2,,,,,,,waiter,,,,,N,N_List6_Order70_Item_x01_Cond_Exp_noun_Tense_
7,pronoun,70,x01,x01.jpg,x01_m.jpg,the waiter is below the rope and it is also on number 5,वेटर रस्सी के नीचे है और साथ ही वो नंबर 5 पर भी है।,,2,,,,2,,,,waiter,,,,N,N_List7_Order70_Item_x01_Cond_Exp_pronoun_Tense_
8,pronoun,70,x01,x01.jpg,x01_m.jpg,the waiter is below the rope and it is also on number 5,वेटर रस्सी के नीचे है और साथ ही वो नंबर 5 पर भी है।,,2,,,,2,,,,waiter,,,,N,N_List8_Order70_Item_x01_Cond_Exp_pronoun_Tense_
1,noun,71,19,19_2.jpg,19_2_m.jpg,The fisherwoman next to the farmer is on number 2.,किसान के साथ वाली मछुआरिन नंबर 2 पर है ।,simple,2,1,subject,mismatch,2,next to,3,machhuaarin,fisherwoman,kisaan,farmer,6,Y,Y_List1_Order71_Item_19_Cond1_Exp_noun_Tense_simple
2,noun,71,19,19_2.jpg,19_2_m.jpg,The fisherwoman next to the farmer is standing on number 2.,किसान के साथ वाली मछुआरिन नंबर 2 पर खड़ी है ।,forstanding,2,2,subject,mismatch,2,next to,3,machhuaarin,fisherwoman,kisaan,farmer,6,Y,Y_List2_Order71_Item_19_Cond2_Exp_noun_Tense_forstanding
3,pronoun,71,19,19_2.jpg,19_2_m.jpg,The fisherwoman next to the farmer is on number 2.,किसान के साथ वाली मछुआरिन नंबर 2 पर है ।,simple,2,1,subject,mismatch,2,next to,3,machhuaarin,fisherwoman,kisaan,farmer,6,Y,Y_List3_Order71_Item_19_Cond1_Exp_pronoun_Tense_simple
4,pronoun,71,19,19_2.jpg,19_2_m.jpg,The fisherwoman next to the farmer is standing on number 2.,किसान के साथ वाली मछुआरिन नंबर 2 पर खड़ी है ।,forstanding,2,2,subject,mismatch,2,next to,3,machhuaarin,fisherwoman,kisaan,farmer,6,Y,Y_List4_Order71_Item_19_Cond2_Exp_pronoun_Tense_forstanding
5,noun,71,1,1_2.jpg,1_2_m.jpg,The girl above the m-teacher is on number 1.,अध्यापक के ऊपर वाली लड़की नंबर 1 पर है ।,simple,2,1,subject,mismatch,1,above,4,laRkii,girl,adhyaapak,m-teacher,19,Y,Y_List5_Order71_Item_1_Cond1_Exp_noun_Tense_simple
6,noun,71,1,1_2.jpg,1_2_m.jpg,The girl above the m-teacher is standing on number 1.,अध्यापक के ऊपर वाली लड़की नंबर 1 पर खड़ी है ।,forstanding,2,2,subject,mismatch,1,above,4,laRkii,girl,adhyaapak,m-teacher,19,Y,Y_List6_Order71_Item_1_Cond2_Exp_noun_Tense_forstanding
7,pronoun,71,1,1_2.jpg,1_2_m.jpg,The girl above the m-teacher is on number 1.,अध्यापक के ऊपर वाली लड़की नंबर 1 पर है ।,simple,2,1,subject,mismatch,1,above,4,laRkii,girl,adhyaapak,m-teacher,19,Y,Y_List7_Order71_Item_1_Cond1_Exp_pronoun_Tense_simple
8,pronoun,71,1,1_2.jpg,1_2_m.jpg,The girl above the m-teacher is standing on number 1.,अध्यापक के ऊपर वाली लड़की नंबर 1 पर खड़ी है ।,forstanding,2,2,subject,mismatch,1,above,4,laRkii,girl,adhyaapak,m-teacher,19,Y,Y_List8_Order71_Item_1_Cond2_Exp_pronoun_Tense_forstanding
1,noun,72,x55,x55.jpg,x55_m.jpg,the tomato is on number 3,टमाटर नंबर 3 पर है ।,,2,9,9,9,3,,,,tomato,,,,N,N_List1_Order72_Item_x55_Cond9_Exp_noun_Tense_
2,noun,72,x55,x55.jpg,x55_m.jpg,the tomato is on number 3,टमाटर नंबर 3 पर है ।,,2,9,9,9,3,,,,tomato,,,,N,N_List2_Order72_Item_x55_Cond9_Exp_noun_Tense_
3,pronoun,72,x55,x55.jpg,x55_m.jpg,the tomato is on number 3,टमाटर नंबर 3 पर है ।,,2,9,9,9,3,,,,tomato,,,,N,N_List3_Order72_Item_x55_Cond9_Exp_pronoun_Tense_
4,pronoun,72,x55,x55.jpg,x55_m.jpg,the tomato is on number 3,टमाटर नंबर 3 पर है ।,,2,9,9,9,3,,,,tomato,,,,N,N_List4_Order72_Item_x55_Cond9_Exp_pronoun_Tense_
5,noun,72,x03,x03.jpg,x03_m.jpg,the calculator is standing on number 3,कैलकुलेटर नंबर 3 पर पड़ा है ।,forstanding,2,,,,,,,calculator,,,,,N,N_List5_Order72_Item_x03_Cond_Exp_noun_Tense_forstanding
6,noun,72,x03,x03.jpg,x03_m.jpg,the calculator is standing on number 3,कैलकुलेटर नंबर 3 पर पड़ा है ।,forstanding,2,,,,,,,calculator,,,,,N,N_List6_Order72_Item_x03_Cond_Exp_noun_Tense_forstanding
7,pronoun,72,x03,x03.jpg,x03_m.jpg,the calculator is standing on number 3,कैलकुलेटर नंबर 3 पर पड़ा है ।,forstanding,2,,,,,,,,calculator,,,,N,N_List7_Order72_Item_x03_Cond_Exp_pronoun_Tense_forstanding
8,pronoun,72,x03,x03.jpg,x03_m.jpg,the calculator is standing on number 3,कैलकुलेटर नंबर 3 पर पड़ा है ।,forstanding,2,,,,,,,,calculator,,,,N,N_List8_Order72_Item_x03_Cond_Exp_pronoun_Tense_forstanding
1,noun,73,34,34_2.jpg,34_2_m.jpg,The magician below the f-student is on number 5.,छात्रा के नीचे वाला जादूगर नंबर 5 पर है ।,simple,2,1,subject,mismatch,5,below,2,jaadugar,magician,chhaatraa,f-student,10,Y,Y_List1_Order73_Item_34_Cond1_Exp_noun_Tense_simple
2,noun,73,34,34_2.jpg,34_2_m.jpg,The magician below the f-student is standing on number 5.,छात्रा के नीचे वाला जादूगर नंबर 5 पर खड़ा है ।,forstanding,2,2,subject,mismatch,5,below,2,jaadugar,magician,chhaatraa,f-student,10,Y,Y_List2_Order73_Item_34_Cond2_Exp_noun_Tense_forstanding
3,pronoun,73,34,34_2.jpg,34_2_m.jpg,The magician below the f-student is on number 5.,छात्रा के नीचे वाला जादूगर नंबर 5 पर है ।,simple,2,1,subject,mismatch,5,below,2,jaadugar,magician,chhaatraa,f-student,10,Y,Y_List3_Order73_Item_34_Cond1_Exp_pronoun_Tense_simple
4,pronoun,73,34,34_2.jpg,34_2_m.jpg,The magician below the f-student is standing on number 5.,छात्रा के नीचे वाला जादूगर नंबर 5 पर खड़ा है ।,forstanding,2,2,subject,mismatch,5,below,2,jaadugar,magician,chhaatraa,f-student,10,Y,Y_List4_Order73_Item_34_Cond2_Exp_pronoun_Tense_forstanding
5,noun,73,x26,x26.jpg,x26_m.jpg,"on number 5, (there) is a plate of kaju dessert",नंबर 5 पर काजू कतली की प्लेट है ।,9,2,9,9,,,,,dessert,,,,,N,N_List5_Order73_Item_x26_Cond9_Exp_noun_Tense_9
6,noun,73,x26,x26.jpg,x26_m.jpg,"on number 5, (there) is a plate of kaju dessert",नंबर 5 पर काजू कतली की प्लेट है ।,9,2,9,9,,,,,dessert,,,,,N,N_List6_Order73_Item_x26_Cond9_Exp_noun_Tense_9
7,pronoun,73,x26,x26.jpg,x26_m.jpg,"on number 5, (there) is a plate of kaju dessert",नंबर 5 पर काजू कतली की प्लेट है ।,,2,9,9,9,5,,,,dessert,,,,N,N_List7_Order73_Item_x26_Cond9_Exp_pronoun_Tense_
8,pronoun,73,x26,x26.jpg,x26_m.jpg,"on number 5, (there) is a plate of kaju dessert",नंबर 5 पर काजू कतली की प्लेट है ।,,2,9,9,9,5,,,,dessert,,,,N,N_List8_Order73_Item_x26_Cond9_Exp_pronoun_Tense_
1,noun,74,x39,x39.jpg,x39_m.jpg,"the bear is standing on number 5, below the soap and the button","भालू नंबर 5 पर खड़ा है, साबुन और बटन के नीचे ।",forstanding,2,9,9,9,5,,3,,bear,,,,N,N_List1_Order74_Item_x39_Cond9_Exp_noun_Tense_forstanding
2,noun,74,x39,x39.jpg,x39_m.jpg,"the bear is standing on number 5, below the soap and the button","भालू नंबर 5 पर खड़ा है, साबुन और बटन के नीचे ।",forstanding,2,9,9,9,5,,3,,bear,,,,N,N_List2_Order74_Item_x39_Cond9_Exp_noun_Tense_forstanding
3,pronoun,74,x39,x39.jpg,x39_m.jpg,"the bear is standing on number 5, below the soap and the button","भालू नंबर 5 पर खड़ा है, साबुन और बटन के नीचे ।",forstanding,2,9,9,9,5,,3,,bear,,,,N,N_List3_Order74_Item_x39_Cond9_Exp_pronoun_Tense_forstanding
4,pronoun,74,x39,x39.jpg,x39_m.jpg,"the bear is standing on number 5, below the soap and the button","भालू नंबर 5 पर खड़ा है, साबुन और बटन के नीचे ।",forstanding,2,9,9,9,5,,3,,bear,,,,N,N_List4_Order74_Item_x39_Cond9_Exp_pronoun_Tense_forstanding
5,noun,74,3,3_2.jpg,3_2_m.jpg,The village-woman next to the groom is standing on number 3.,दूल्हे के साथ वाली गाँववाली नंबर 3 पर खड़ी है ।,forstanding,2,2,subject,mismatch,3,next to,2,gaaonvaalii,village-woman,duulhaa,groom,14,Y,Y_List5_Order74_Item_3_Cond2_Exp_noun_Tense_forstanding
6,noun,74,3,3_2.jpg,3_2_m.jpg,The village-woman next to the groom is on number 3.,दूल्हे के साथ वाली गाँववाली नंबर 3 पर है ।,simple,2,1,subject,mismatch,3,next to,2,gaaonvaalii,village-woman,duulhaa,groom,14,Y,Y_List6_Order74_Item_3_Cond1_Exp_noun_Tense_simple
7,pronoun,74,3,3_2.jpg,3_2_m.jpg,The village-woman next to the groom is standing on number 3.,दूल्हे के साथ वाली गाँववाली नंबर 3 पर खड़ी है ।,forstanding,2,2,subject,mismatch,3,next to,2,gaaonvaalii,village-woman,duulhaa,groom,14,Y,Y_List7_Order74_Item_3_Cond2_Exp_pronoun_Tense_forstanding
8,pronoun,74,3,3_2.jpg,3_2_m.jpg,The village-woman next to the groom is on number 3.,दूल्हे के साथ वाली गाँववाली नंबर 3 पर है ।,simple,2,1,subject,mismatch,3,next to,2,gaaonvaalii,village-woman,duulhaa,groom,14,Y,Y_List8_Order74_Item_3_Cond1_Exp_pronoun_Tense_simple
1,noun,75,x18,x18.jpg,x18_m.jpg,"the bulb is on number 6, and the thief on 4",बल्ब नंबर 6 पर है और चोर नंबर 4 पर है ।,,2,9,9,9,6,,4,,bulb,,,,N,N_List1_Order75_Item_x18_Cond9_Exp_noun_Tense_
2,noun,75,x18,x18.jpg,x18_m.jpg,"the bulb is on number 6, and the thief on 4",बल्ब नंबर 6 पर है और चोर नंबर 4 पर है ।,,2,9,9,9,6,,4,,bulb,,,,N,N_List2_Order75_Item_x18_Cond9_Exp_noun_Tense_
3,pronoun,75,x18,x18.jpg,x18_m.jpg,"the bulb is on number 6, and the thief on 4",बल्ब नंबर 6 पर है और चोर नंबर 4 पर है ।,,2,9,9,9,6,,4,,bulb,,,,N,N_List3_Order75_Item_x18_Cond9_Exp_pronoun_Tense_
4,pronoun,75,x18,x18.jpg,x18_m.jpg,"the bulb is on number 6, and the thief on 4",बल्ब नंबर 6 पर है और चोर नंबर 4 पर है ।,,2,9,9,9,6,,4,,bulb,,,,N,N_List4_Order75_Item_x18_Cond9_Exp_pronoun_Tense_
5,noun,75,x13,x13.jpg,x13_m.jpg,"the toy that is on number 5, it is near the handkerchief and the scissors",नंबर 5 पर जो खिलौना है वह रुमाल और कैंची के पास है ।,,2,,,,,6,,toy,,,,,N,N_List5_Order75_Item_x13_Cond_Exp_noun_Tense_
6,noun,75,x13,x13.jpg,x13_m.jpg,"the toy that is on number 5, it is near the handkerchief and the scissors",नंबर 5 पर जो खिलौना है वह रुमाल और कैंची के पास है ।,,2,,,,,6,,toy,,,,,N,N_List6_Order75_Item_x13_Cond_Exp_noun_Tense_
7,pronoun,75,x13,x13.jpg,x13_m.jpg,"the toy that is on number 5, it is near the handkerchief and the scissors",नंबर 5 पर जो खिलौना है वह रुमाल और कैंची के पास है ।,,2,,,,4,,6,,toy,,,,N,N_List7_Order75_Item_x13_Cond_Exp_pronoun_Tense_
8,pronoun,75,x13,x13.jpg,x13_m.jpg,"the toy that is on number 5, it is near the handkerchief and the scissors",नंबर 5 पर जो खिलौना है वह रुमाल और कैंची के पास है ।,,2,,,,4,,6,,toy,,,,N,N_List8_Order75_Item_x13_Cond_Exp_pronoun_Tense_
1,noun,76,2,2_2.jpg,2_2_m.jpg,The f-teacher above the boy is standing on number 2.,लड़के के ऊपर वाली अध्यापिका नंबर 2 पर खड़ी है ।,forstanding,2,2,subject,mismatch,2,above,5,adhyaapikaa,f-teacher,laRkaa,boy,1,Y,Y_List1_Order76_Item_2_Cond2_Exp_noun_Tense_forstanding
2,noun,76,2,2_2.jpg,2_2_m.jpg,The f-teacher above the boy is on number 2.,लड़के के ऊपर वाली अध्यापिका नंबर 2 पर है ।,simple,2,1,subject,mismatch,2,above,5,adhyaapikaa,f-teacher,laRkaa,boy,1,Y,Y_List2_Order76_Item_2_Cond1_Exp_noun_Tense_simple
3,pronoun,76,2,2_2.jpg,2_2_m.jpg,The f-teacher above the boy is standing on number 2.,लड़के के ऊपर वाली अध्यापिका नंबर 2 पर खड़ी है ।,forstanding,2,2,subject,mismatch,2,above,5,adhyaapikaa,f-teacher,laRkaa,boy,1,Y,Y_List3_Order76_Item_2_Cond2_Exp_pronoun_Tense_forstanding
4,pronoun,76,2,2_2.jpg,2_2_m.jpg,The f-teacher above the boy is on number 2.,लड़के के ऊपर वाली अध्यापिका नंबर 2 पर है ।,simple,2,1,subject,mismatch,2,above,5,adhyaapikaa,f-teacher,laRkaa,boy,1,Y,Y_List4_Order76_Item_2_Cond1_Exp_pronoun_Tense_simple
5,noun,76,21,21_2.jpg,21_2_m.jpg,The boy above the f-teacher is on number 1.,अध्यापिका के ऊपर वाला लड़का नंबर 1 पर है ।,simple,2,1,subject,mismatch,1,above,4,laRkaa,boy,adhyaapikaa,f-teacher,11,Y,Y_List5_Order76_Item_21_Cond1_Exp_noun_Tense_simple
6,noun,76,21,21_2.jpg,21_2_m.jpg,The boy above the f-teacher is standing on number 1.,अध्यापिका के ऊपर वाला लड़का नंबर 1 पर खड़ा है ।,forstanding,2,2,subject,mismatch,1,above,4,laRkaa,boy,adhyaapikaa,f-teacher,11,Y,Y_List6_Order76_Item_21_Cond2_Exp_noun_Tense_forstanding
7,pronoun,76,21,21_2.jpg,21_2_m.jpg,The boy above the f-teacher is on number 1.,अध्यापिका के ऊपर वाला लड़का नंबर 1 पर है ।,simple,2,1,subject,mismatch,1,above,4,laRkaa,boy,adhyaapikaa,f-teacher,11,Y,Y_List7_Order76_Item_21_Cond1_Exp_pronoun_Tense_simple
8,pronoun,76,21,21_2.jpg,21_2_m.jpg,The boy above the f-teacher is standing on number 1.,अध्यापिका के ऊपर वाला लड़का नंबर 1 पर खड़ा है ।,forstanding,2,2,subject,mismatch,1,above,4,laRkaa,boy,adhyaapikaa,f-teacher,11,Y,Y_List8_Order76_Item_21_Cond2_Exp_pronoun_Tense_forstanding
1,noun,77,x47,x47.jpg,x47_m.jpg,the tea-cup is above the swimmer and the barber,चाय का प्याला तैराक और नाई के ऊपर पड़ा है ।,forstanding,2,9,9,9,1,,4,,teacup,,,,N,N_List1_Order77_Item_x47_Cond9_Exp_noun_Tense_forstanding
2,noun,77,x47,x47.jpg,x47_m.jpg,the tea-cup is above the swimmer and the barber,चाय का प्याला तैराक और नाई के ऊपर पड़ा है ।,forstanding,2,9,9,9,1,,4,,teacup,,,,N,N_List2_Order77_Item_x47_Cond9_Exp_noun_Tense_forstanding
3,pronoun,77,x47,x47.jpg,x47_m.jpg,the tea-cup is above the swimmer and the barber,चाय का प्याला तैराक और नाई के ऊपर पड़ा है ।,forstanding,2,9,9,9,1,,4,,teacup,,,,N,N_List3_Order77_Item_x47_Cond9_Exp_pronoun_Tense_forstanding
4,pronoun,77,x47,x47.jpg,x47_m.jpg,the tea-cup is above the swimmer and the barber,चाय का प्याला तैराक और नाई के ऊपर पड़ा है ।,forstanding,2,9,9,9,1,,4,,teacup,,,,N,N_List4_Order77_Item_x47_Cond9_Exp_pronoun_Tense_forstanding
5,noun,77,x08,x08.jpg,x08_m.jpg,"the player is on number 2, next to the nail","खिलाड़ी नंबर 2 पर है, कील के बगल में ।",,2,,,,,,,player,,,,,N,N_List5_Order77_Item_x08_Cond_Exp_noun_Tense_
6,noun,77,x08,x08.jpg,x08_m.jpg,"the player is on number 2, next to the nail","खिलाड़ी नंबर 2 पर है, कील के बगल में ।",,2,,,,,,,player,,,,,N,N_List6_Order77_Item_x08_Cond_Exp_noun_Tense_
7,pronoun,77,x08,x08.jpg,x08_m.jpg,"the player is on number 2, next to the nail","खिलाड़ी नंबर 2 पर है, कील के बगल में ।",,2,,,,1,,,,player,,,,N,N_List7_Order77_Item_x08_Cond_Exp_pronoun_Tense_
8,pronoun,77,x08,x08.jpg,x08_m.jpg,"the player is on number 2, next to the nail","खिलाड़ी नंबर 2 पर है, कील के बगल में ।",,2,,,,1,,,,player,,,,N,N_List8_Order77_Item_x08_Cond_Exp_pronoun_Tense_
1,noun,78,x58,x58.jpg,x58_m.jpg,"the kettle is on number 1, above the fortune teller","केतली नंबर 1 पर है, ज्योतिष के ऊपर ।",,2,9,9,9,1,,4,,kettle,,,,N,N_List1_Order78_Item_x58_Cond9_Exp_noun_Tense_
2,noun,78,x58,x58.jpg,x58_m.jpg,"the kettle is on number 1, above the fortune teller","केतली नंबर 1 पर है, ज्योतिष के ऊपर ।",,2,9,9,9,1,,4,,kettle,,,,N,N_List2_Order78_Item_x58_Cond9_Exp_noun_Tense_
3,pronoun,78,x58,x58.jpg,x58_m.jpg,"the kettle is on number 1, above the fortune teller","केतली नंबर 1 पर है, ज्योतिष के ऊपर ।",,2,9,9,9,1,,4,,kettle,,,,N,N_List3_Order78_Item_x58_Cond9_Exp_pronoun_Tense_
4,pronoun,78,x58,x58.jpg,x58_m.jpg,"the kettle is on number 1, above the fortune teller","केतली नंबर 1 पर है, ज्योतिष के ऊपर ।",,2,9,9,9,1,,4,,kettle,,,,N,N_List4_Order78_Item_x58_Cond9_Exp_pronoun_Tense_
5,noun,78,5,5_2.jpg,5_2_m.jpg,The vegetablewoman below the king is sitting on number 5.,राजा के नीचे वाली सब्जीवाली नंबर 5 पर बैठी है ।,forstanding,2,2,subject,mismatch,5,below,2,sabjivaalii,vegetablewoman,raajaa,king,15,Y,Y_List5_Order78_Item_5_Cond2_Exp_noun_Tense_forstanding
6,noun,78,5,5_2.jpg,5_2_m.jpg,The vegetablewoman below the king is on number 5.,राजा के नीचे वाली सब्जीवाली नंबर 5 पर है ।,simple,2,1,subject,mismatch,5,below,2,sabjivaalii,vegetablewoman,raajaa,king,15,Y,Y_List6_Order78_Item_5_Cond1_Exp_noun_Tense_simple
7,pronoun,78,5,5_2.jpg,5_2_m.jpg,The vegetablewoman below the king is sitting on number 5.,राजा के नीचे वाली सब्जीवाली नंबर 5 पर बैठी है ।,forstanding,2,2,subject,mismatch,5,below,2,sabjivaalii,vegetablewoman,raajaa,king,15,Y,Y_List7_Order78_Item_5_Cond2_Exp_pronoun_Tense_forstanding
8,pronoun,78,5,5_2.jpg,5_2_m.jpg,The vegetablewoman below the king is on number 5.,राजा के नीचे वाली सब्जीवाली नंबर 5 पर है ।,simple,2,1,subject,mismatch,5,below,2,sabjivaalii,vegetablewoman,raajaa,king,15,Y,Y_List8_Order78_Item_5_Cond1_Exp_pronoun_Tense_simple
1,noun,79,22,22_2.jpg,22_2_m.jpg,The m-teacher below the girl is standing on number 6.,लड़की के नीचे वाला अध्यापक नंबर 6 पर खड़ा है ।,forstanding,2,2,subject,mismatch,6,below,3,adhyaapak,m-teacher,laRkii,girl,13,Y,Y_List1_Order79_Item_22_Cond2_Exp_noun_Tense_forstanding
2,noun,79,22,22_2.jpg,22_2_m.jpg,The m-teacher below the girl is on number 6.,लड़की के नीचे वाला अध्यापक नंबर 6 पर है ।,simple,2,1,subject,mismatch,6,below,3,adhyaapak,m-teacher,laRkii,girl,13,Y,Y_List2_Order79_Item_22_Cond1_Exp_noun_Tense_simple
3,pronoun,79,22,22_2.jpg,22_2_m.jpg,The m-teacher below the girl is standing on number 6.,लड़की के नीचे वाला अध्यापक नंबर 6 पर खड़ा है ।,forstanding,2,2,subject,mismatch,6,below,3,adhyaapak,m-teacher,laRkii,girl,13,Y,Y_List3_Order79_Item_22_Cond2_Exp_pronoun_Tense_forstanding
4,pronoun,79,22,22_2.jpg,22_2_m.jpg,The m-teacher below the girl is on number 6.,लड़की के नीचे वाला अध्यापक नंबर 6 पर है ।,simple,2,1,subject,mismatch,6,below,3,adhyaapak,m-teacher,laRkii,girl,13,Y,Y_List4_Order79_Item_22_Cond1_Exp_pronoun_Tense_simple
5,noun,79,x09,x09.jpg,x09_m.jpg,"the ladle is number 2, above the sheep",करछी नंबर 2 पर भेड़ के ऊपर है ।,,2,,,,,,,ladle,,,,,N,N_List5_Order79_Item_x09_Cond_Exp_noun_Tense_
6,noun,79,x09,x09.jpg,x09_m.jpg,"the ladle is number 2, above the sheep",करछी नंबर 2 पर भेड़ के ऊपर है ।,,2,,,,,,,ladle,,,,,N,N_List6_Order79_Item_x09_Cond_Exp_noun_Tense_
7,pronoun,79,x09,x09.jpg,x09_m.jpg,"the ladle is number 2, above the sheep",करछी नंबर 2 पर भेड़ के ऊपर है ।,,2,,,,4,,,,ladle,,,,N,N_List7_Order79_Item_x09_Cond_Exp_pronoun_Tense_
8,pronoun,79,x09,x09.jpg,x09_m.jpg,"the ladle is number 2, above the sheep",करछी नंबर 2 पर भेड़ के ऊपर है ।,,2,,,,4,,,,ladle,,,,N,N_List8_Order79_Item_x09_Cond_Exp_pronoun_Tense_
1,noun,80,x02,x02.jpg,x02_m.jpg,"the matchbox is on number 6, and the plant and the shell are above it",माचिस नंबर 6 पर है और पौधा और शंख उसके ऊपर हैं ।,,2,,,,2,,3,,match,,,,N,N_List1_Order80_Item_x02_Cond_Exp_noun_Tense_
2,noun,80,x02,x02.jpg,x02_m.jpg,"the matchbox is on number 6, and the plant and the shell are above it",माचिस नंबर 6 पर है और पौधा और शंख उसके ऊपर हैं ।,,2,,,,2,,3,,match,,,,N,N_List2_Order80_Item_x02_Cond_Exp_noun_Tense_
3,pronoun,80,x02,x02.jpg,x02_m.jpg,"the matchbox is on number 6, and the plant and the shell are above it",माचिस नंबर 6 पर है और पौधा और शंख उसके ऊपर हैं ।,,2,,,,2,,3,,match,,,,N,N_List3_Order80_Item_x02_Cond_Exp_pronoun_Tense_
4,pronoun,80,x02,x02.jpg,x02_m.jpg,"the matchbox is on number 6, and the plant and the shell are above it",माचिस नंबर 6 पर है और पौधा और शंख उसके ऊपर हैं ।,,2,,,,2,,3,,match,,,,N,N_List4_Order80_Item_x02_Cond_Exp_pronoun_Tense_
5,noun,80,x27,x27.jpg,x27_m.jpg,"on number 3, (there) is a broom",नंबर 3 पर झाड़ू पड़ी है ।,forstanding,2,9,9,,,,,broom,,,,,N,N_List5_Order80_Item_x27_Cond9_Exp_noun_Tense_forstanding
6,noun,80,x27,x27.jpg,x27_m.jpg,"on number 3, (there) is a broom",नंबर 3 पर झाड़ू पड़ी है ।,forstanding,2,9,9,,,,,broom,,,,,N,N_List6_Order80_Item_x27_Cond9_Exp_noun_Tense_forstanding
7,pronoun,80,x27,x27.jpg,x27_m.jpg,"on number 3, (there) is a broom",नंबर 3 पर झाड़ू पड़ी है ।,forstanding,2,9,9,9,3,,,,broom,,,,N,N_List7_Order80_Item_x27_Cond9_Exp_pronoun_Tense_forstanding
8,pronoun,80,x27,x27.jpg,x27_m.jpg,"on number 3, (there) is a broom",नंबर 3 पर झाड़ू पड़ी है ।,forstanding,2,9,9,9,3,,,,broom,,,,N,N_List8_Order80_Item_x27_Cond9_Exp_pronoun_Tense_forstanding
1,noun,81,x44,x44.jpg,x44_m.jpg,"the umbrella is above the lipstick, which is on number 6","छाता लिपस्टिक के ऊपर है, जो कि नंबर 6 पर है ।",,2,9,9,9,6,,3,,lipstick,,,,N,N_List1_Order81_Item_x44_Cond9_Exp_noun_Tense_
2,noun,81,x44,x44.jpg,x44_m.jpg,"the umbrella is above the lipstick, which is on number 6","छाता लिपस्टिक के ऊपर है, जो कि नंबर 6 पर है ।",,2,9,9,9,6,,3,,lipstick,,,,N,N_List2_Order81_Item_x44_Cond9_Exp_noun_Tense_
3,pronoun,81,x44,x44.jpg,x44_m.jpg,"the umbrella is above the lipstick, which is on number 6","छाता लिपस्टिक के ऊपर है, जो कि नंबर 6 पर है ।",,2,9,9,9,6,,3,,lipstick,,,,N,N_List3_Order81_Item_x44_Cond9_Exp_pronoun_Tense_
4,pronoun,81,x44,x44.jpg,x44_m.jpg,"the umbrella is above the lipstick, which is on number 6","छाता लिपस्टिक के ऊपर है, जो कि नंबर 6 पर है ।",,2,9,9,9,6,,3,,lipstick,,,,N,N_List4_Order81_Item_x44_Cond9_Exp_pronoun_Tense_
5,noun,81,37,37_2.jpg,37_2_m.jpg,The priest next to the potter is on number 3.,कुम्हारिन के साथ वाला पंडित नंबर 3 पर है ।,simple,2,1,subject,mismatch,3,next to,2,panDit,priest,kumhaarin,potter,23,Y,Y_List5_Order81_Item_37_Cond1_Exp_noun_Tense_simple
6,noun,81,37,37_2.jpg,37_2_m.jpg,The priest next to the potter is sitting on number 3.,कुम्हारिन के साथ वाला पंडित नंबर 3 पर बैठा है ।,forstanding,2,2,subject,mismatch,3,next to,2,panDit,priest,kumhaarin,potter,23,Y,Y_List6_Order81_Item_37_Cond2_Exp_noun_Tense_forstanding
7,pronoun,81,37,37_2.jpg,37_2_m.jpg,The priest next to the potter is on number 3.,कुम्हारिन के साथ वाला पंडित नंबर 3 पर है ।,simple,2,1,subject,mismatch,3,next to,2,panDit,priest,kumhaarin,potter,23,Y,Y_List7_Order81_Item_37_Cond1_Exp_pronoun_Tense_simple
8,pronoun,81,37,37_2.jpg,37_2_m.jpg,The priest next to the potter is sitting on number 3.,कुम्हारिन के साथ वाला पंडित नंबर 3 पर बैठा है ।,forstanding,2,2,subject,mismatch,3,next to,2,panDit,priest,kumhaarin,potter,23,Y,Y_List8_Order81_Item_37_Cond2_Exp_pronoun_Tense_forstanding
1,noun,82,6,6_2.jpg,6_2_m.jpg,The dancer next to the policeman is on number 6.,पुलिसवाले के साथ वाली नर्तकी नंबर 6 पर है ।,simple,2,1,subject,mismatch,6,next to,5,nartaki,dancer,pulisvaalaa,policeman,20,Y,Y_List1_Order82_Item_6_Cond1_Exp_noun_Tense_simple
2,noun,82,6,6_2.jpg,6_2_m.jpg,The dancer next to the policeman is standing on number 6.,पुलिसवाले के साथ वाली नर्तकी नंबर 6 पर खड़ी है ।,forstanding,2,2,subject,mismatch,6,next to,5,nartaki,dancer,pulisvaalaa,policeman,20,Y,Y_List2_Order82_Item_6_Cond2_Exp_noun_Tense_forstanding
3,pronoun,82,6,6_2.jpg,6_2_m.jpg,The dancer next to the policeman is on number 6.,पुलिसवाले के साथ वाली नर्तकी नंबर 6 पर है ।,simple,2,1,subject,mismatch,6,next to,5,nartaki,dancer,pulisvaalaa,policeman,20,Y,Y_List3_Order82_Item_6_Cond1_Exp_pronoun_Tense_simple
4,pronoun,82,6,6_2.jpg,6_2_m.jpg,The dancer next to the policeman is standing on number 6.,पुलिसवाले के साथ वाली नर्तकी नंबर 6 पर खड़ी है ।,forstanding,2,2,subject,mismatch,6,next to,5,nartaki,dancer,pulisvaalaa,policeman,20,Y,Y_List4_Order82_Item_6_Cond2_Exp_pronoun_Tense_forstanding
